PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35383512","Exploring the predictors and prognostic significance of exercise-induced cardiac troponin release in master athletes following a 28 km mountain race. The Vamvakou research project","Stavroulakis G, Methenitis S, Koutroulis G, Xanthis D, Cherouveim E, Kroupis C, Anastasiadis G, Ketselidi K, Vlachopoulou E, Tsolakis C, Koulouvaris P.","Biomarkers. 2022 Jul;27(5):418-426. doi: 10.1080/1354750X.2022.2062449. Epub 2022 Apr 21.","Stavroulakis G","Biomarkers","2022","2022/04/06","","","10.1080/1354750X.2022.2062449"
"35361735","Effects of Performing Isometric Bench Press Training at Single Versus Multiple Joint Positions on Strength and Power Performance","Lum D, Soh SK, Teo CJH, Wong OQH, Lee MJC.","Int J Sports Physiol Perform. 2022 Mar 31;17(7):1061-1069. doi: 10.1123/ijspp.2021-0461. Print 2022 Jul 1.","Lum D","Int J Sports Physiol Perform","2022","2022/04/01","","","10.1123/ijspp.2021-0461"
"35361734","Strength and Athletic Adaptations Produced by 4 Programming Models: A Velocity-Based Intervention Using a Real-Context Routine","Martínez-Cava A, Hernández-Belmonte A, Pallarés JG.","Int J Sports Physiol Perform. 2022 Mar 31;17(7):1044-1053. doi: 10.1123/ijspp.2021-0579. Print 2022 Jul 1.","Martínez-Cava A","Int J Sports Physiol Perform","2022","2022/04/01","","","10.1123/ijspp.2021-0579"
"35338036","Early versus delayed lengthening exercises for acute hamstring injury in male athletes: a randomised controlled clinical trial","Vermeulen R, Whiteley R, van der Made AD, van Dyk N, Almusa E, Geertsema C, Targett S, Farooq A, Bahr R, Tol JL, Wangensteen A.","Br J Sports Med. 2022 Jul;56(14):792-800. doi: 10.1136/bjsports-2020-103405. Epub 2022 Mar 25.","Vermeulen R","Br J Sports Med","2022","2022/03/26","PMC9252858","","10.1136/bjsports-2020-103405"
"35332795","Effects of Soy Milk in Conjunction With Resistance Training on Physical Performance and Skeletal Muscle Regulatory Markers in Older Men","Bijeh N, Mohammadnia-Ahmadi M, Hooshamnd-Moghadam B, Eskandari M, Golestani F.","Biol Res Nurs. 2022 Jul;24(3):294-307. doi: 10.1177/10998004211073123. Epub 2022 Mar 25.","Bijeh N","Biol Res Nurs","2022","2022/03/25","","","10.1177/10998004211073123"
"35331018","High-intensity versus low-intensity resistance training in patients with knee osteoarthritis: A randomized controlled trial","de Zwart AH, Dekker J, Roorda LD, van der Esch M, Lips P, van Schoor NM, Heijboer AC, Turkstra F, Gerritsen M, Häkkinen A, Bennell K, Steultjens MP, Lems WF, van der Leeden M.","Clin Rehabil. 2022 Jul;36(7):952-967. doi: 10.1177/02692155211073039. Epub 2022 Mar 25.","de Zwart AH","Clin Rehabil","2022","2022/03/25","","","10.1177/02692155211073039"
"35319161","Subject factors influencing blood flow restriction in the arm at low cuff pressures","Meek AW, Heavrin AM, Mikesky AE, Segal NA, Riley ZA.","Clin Physiol Funct Imaging. 2022 Jul;42(4):233-240. doi: 10.1111/cpf.12752. Epub 2022 Apr 3.","Meek AW","Clin Physiol Funct Imaging","2022","2022/03/23","","","10.1111/cpf.12752"
"35287479","Fall arrest strategy training improves upper body response time compared to standard fall prevention exercise in older women: A randomized trial","Arnold CM, Lanovaz J, Farthing JP, Legg H, Weimer M, Kim S.","Clin Rehabil. 2022 Jul;36(7):940-951. doi: 10.1177/02692155221087963. Epub 2022 Mar 15.","Arnold CM","Clin Rehabil","2022","2022/03/15","PMC9189718","","10.1177/02692155221087963"
"35247203","Methods for Controlling and Reporting Resistance Training Proximity to Failure: Current Issues and Future Directions","Pelland JC, Robinson ZP, Remmert JF, Cerminaro RM, Benitez B, John TA, Helms ER, Zourdos MC.","Sports Med. 2022 Jul;52(7):1461-1472. doi: 10.1007/s40279-022-01667-2. Epub 2022 Mar 5.","Pelland JC","Sports Med","2022","2022/03/05","","","10.1007/s40279-022-01667-2"
"35220371","Left Ventricular Adaptation to Exercise Training via Magnetic Resonance Imaging: Studies of Twin Responses to Understand Exercise THerapy","Marsh CE, Thomas HJ, Naylor LH, Dembo LG, Scurrah KJ, Green DJ.","Med Sci Sports Exerc. 2022 Jul 1;54(7):1095-1104. doi: 10.1249/MSS.0000000000002899. Epub 2022 Feb 28.","Marsh CE","Med Sci Sports Exerc","2022","2022/02/27","","","10.1249/MSS.0000000000002899"
"35119683","A Systematic Review on Fitness Testing in Adult Male Basketball Players: Tests Adopted, Characteristics Reported and Recommendations for Practice","Morrison M, Martin DT, Talpey S, Scanlan AT, Delaney J, Halson SL, Weakley J.","Sports Med. 2022 Jul;52(7):1491-1532. doi: 10.1007/s40279-021-01626-3. Epub 2022 Feb 4.","Morrison M","Sports Med","2022","2022/02/04","PMC9213321","","10.1007/s40279-021-01626-3"
"35079977","Impact of exercise training on muscle mitochondria modifications in older adults: a systematic review of randomized controlled trials","Lippi L, de Sire A, Mezian K, Curci C, Perrero L, Turco A, Andaloro S, Ammendolia A, Fusco N, Invernizzi M.","Aging Clin Exp Res. 2022 Jul;34(7):1495-1510. doi: 10.1007/s40520-021-02073-w. Epub 2022 Jan 25.","Lippi L","Aging Clin Exp Res","2022","2022/01/26","","","10.1007/s40520-021-02073-w"
"35061213","The Effects of Trunk Muscle Training on Physical Fitness and Sport-Specific Performance in Young and Adult Athletes: A Systematic Review and Meta-Analysis","Saeterbakken AH, Stien N, Andersen V, Scott S, Cumming KT, Behm DG, Granacher U, Prieske O.","Sports Med. 2022 Jul;52(7):1599-1622. doi: 10.1007/s40279-021-01637-0. Epub 2022 Jan 21.","Saeterbakken AH","Sports Med","2022","2022/01/21","PMC9213339","","10.1007/s40279-021-01637-0"
"35044672","Effects of Periodization on Strength and Muscle Hypertrophy in Volume-Equated Resistance Training Programs: A Systematic Review and Meta-analysis","Moesgaard L, Beck MM, Christiansen L, Aagaard P, Lundbye-Jensen J.","Sports Med. 2022 Jul;52(7):1647-1666. doi: 10.1007/s40279-021-01636-1. Epub 2022 Jan 19.","Moesgaard L","Sports Med","2022","2022/01/19","","","10.1007/s40279-021-01636-1"
"35025093","Comparison of Weightlifting, Traditional Resistance Training and Plyometrics on Strength, Power and Speed: A Systematic Review with Meta-Analysis","Morris SJ, Oliver JL, Pedley JS, Haff GG, Lloyd RS.","Sports Med. 2022 Jul;52(7):1533-1554. doi: 10.1007/s40279-021-01627-2. Epub 2022 Jan 13.","Morris SJ","Sports Med","2022","2022/01/13","PMC9213388","","10.1007/s40279-021-01627-2"
"34983020","The Effect of Blood Flow Restriction on Muscle Hypertrophy and Tendon Thickness in Healthy Adults' Distal Lower-Extremity: A Critically Appraised Topic","Post DR, Stackhouse WA, Ostrowski JL, Bettleyon JD, Payne EK.","J Sport Rehabil. 2022 Jan 4;31(5):635-639. doi: 10.1123/jsr.2021-0176. Print 2022 Jul 1.","Post DR","J Sport Rehabil","2022","2022/01/04","","","10.1123/jsr.2021-0176"
"34932279","Equalization of Training Protocols by Time Under Tension Determines the Magnitude of Changes in Strength and Muscular Hypertrophy","Martins-Costa HC, Lacerda LT, Diniz RCR, Lima FV, Andrade AGP, Peixoto GH, Gomes MC, Lanza MB, Bemben MG, Chagas MH.","J Strength Cond Res. 2022 Jul 1;36(7):1770-1780. doi: 10.1519/JSC.0000000000004004. Epub 2021 Mar 16.","Martins-Costa HC","J Strength Cond Res","2022","2021/12/21","","","10.1519/JSC.0000000000004004"
"34806474","Effectiveness of Exercise Training on Male Factor Infertility: A Systematic Review and Network Meta-analysis","Hajizadeh Maleki B, Tartibian B, Chehrazi M.","Sports Health. 2022 Jul-Aug;14(4):508-517. doi: 10.1177/19417381211055399. Epub 2021 Nov 20.","Hajizadeh Maleki B","Sports Health","2022","2021/11/22","PMC9214906","","10.1177/19417381211055399"
"34558993","Eight Weeks of Self-Resisted Neck Strength Training Improves Neck Strength in Age-Grade Rugby Union Players: A Pilot Randomized Controlled Trial","Attwood MJ, Hudd LW, Roberts SP, Irwin G, Stokes KA.","Sports Health. 2022 Jul-Aug;14(4):500-507. doi: 10.1177/19417381211044736. Epub 2021 Sep 24.","Attwood MJ","Sports Health","2022","2021/09/24","PMC9214908","","10.1177/19417381211044736"
"34498822","Effects of gravitational versus iso-inertial resistance training on leg muscle force and metabolic cost of walking in healthy older adults","Floreani M, Rejc E, Gambin S, Vavassori L, Lazzer S.","J Sports Med Phys Fitness. 2022 Jul;62(7):910-920. doi: 10.23736/S0022-4707.21.12649-0. Epub 2021 Sep 9.","Floreani M","J Sports Med Phys Fitness","2022","2021/09/09","","","10.23736/S0022-4707.21.12649-0"
"34054079","Effects of Photobiomodulation/Laser Therapy Combined With Resistance Training on Quadriceps Hypertrophy and Strength, and Postural Balance in Older Women: A Randomized, Triple-Blinded, Placebo-Controlled Study","Rodrigues CP, Jacinto JL, Roveratti MC, Merlo JK, Soares-Caldeira LF, Silva Ribeiro A, Nunes JP, Junior EO, Aguiar AF.","J Geriatr Phys Ther. 2022 Jul-Sep 01;45(3):125-133. doi: 10.1519/JPT.0000000000000313. Epub 2021 May 28.","Rodrigues CP","J Geriatr Phys Ther","2022","2021/05/31","","","10.1519/JPT.0000000000000313"
"33858296","The effect of fatiguing lower-body exercise on punch forces in highly-trained boxers","Dunn EC, Humberstone CE, Franchini E, Iredale FK, Blazevich AJ.","Eur J Sport Sci. 2022 Jul;22(7):964-972. doi: 10.1080/17461391.2021.1916085. Epub 2021 May 10.","Dunn EC","Eur J Sport Sci","2022","2021/04/16","","","10.1080/17461391.2021.1916085"
"33675634","Skeletal Muscle Adaptations Following 80 Weeks of Resistance Exercise in Older Adults","Miller RM, Bemben DA, Bemben MG.","J Geriatr Phys Ther. 2022 Jul-Sep 01;45(3):117-124. doi: 10.1519/JPT.0000000000000302. Epub 2021 Feb 26.","Miller RM","J Geriatr Phys Ther","2022","2021/03/06","","","10.1519/JPT.0000000000000302"
"33651731","Enhancing High-Intensity Actions During a Basketball Game After a Strength Training Program With Random Recovery Times Between Sets","Arede J, Leite N, Tous-Fajardo J, Bishop C, Gonzalo-Skok O.","J Strength Cond Res. 2022 Jul 1;36(7):1989-1997. doi: 10.1519/JSC.0000000000004002. Epub 2021 Mar 2.","Arede J","J Strength Cond Res","2022","2021/03/02","","","10.1519/JSC.0000000000004002"
"33651730","The Impact of a Repeated Sprint Training Program on Performance Measures in Male Field Hockey Players","Taylor L, Jakeman JR.","J Strength Cond Res. 2022 Jul 1;36(7):1984-1988. doi: 10.1519/JSC.0000000000004000. Epub 2021 Mar 2.","Taylor L","J Strength Cond Res","2022","2021/03/02","","","10.1519/JSC.0000000000004000"
"33227267","Predicting Discharge Walking Function With High-Intensity Stepping Training During Inpatient Rehabilitation in Nonambulatory Patients Poststroke","Henderson CE, Fahey M, Brazg G, Moore JL, Hornby TG.","Arch Phys Med Rehabil. 2022 Jul;103(7S):S189-S196. doi: 10.1016/j.apmr.2020.10.127. Epub 2020 Nov 20.","Henderson CE","Arch Phys Med Rehabil","2022","2020/11/23","","","10.1016/j.apmr.2020.10.127"
"32956264","Mud Pack With Menthol and Arnica Montana Accelerates Recovery Following a High-Volume Resistance Training Session for Lower Body in Trained Men","Bartolomei S, Nigro F, D'Amico A, Cortesi M, Di Michele R.","J Strength Cond Res. 2022 Jul 1;36(7):1909-1915. doi: 10.1519/JSC.0000000000003751. Epub 2020 Sep 17.","Bartolomei S","J Strength Cond Res","2022","2020/09/21","","","10.1519/JSC.0000000000003751"
"32881840","Muscular Activation Patterns During Exercise on the Treadmill, Stepper, and Elliptical Trainer","Eken MM, Withers A, Flanagan K, Burger J, Bosch A, Lamberts RP.","J Strength Cond Res. 2022 Jul 1;36(7):1847-1852. doi: 10.1519/JSC.0000000000003743. Epub 2020 Aug 31.","Eken MM","J Strength Cond Res","2022","2020/09/04","","","10.1519/JSC.0000000000003743"
"32740291","Effect of Carbohydrate Mouth Rinse on Resistance Exercise Performance","Green MS, Kimmel CS, Martin TD, Mouser JG, Brune MP.","J Strength Cond Res. 2022 Jul 1;36(7):1916-1921. doi: 10.1519/JSC.0000000000003755. Epub 2020 Jul 28.","Green MS","J Strength Cond Res","2022","2020/08/03","","","10.1519/JSC.0000000000003755"
"32732777","Performing Soccer-Specific Training With Blood Flow Restriction Enhances Physical Capacities in Youth Soccer Players","Hosseini Kakhak SA, Kianigul M, Haghighi AH, Nooghabi MJ, Scott BR.","J Strength Cond Res. 2022 Jul 1;36(7):1972-1977. doi: 10.1519/JSC.0000000000003737. Epub 2020 Jul 23.","Hosseini Kakhak SA","J Strength Cond Res","2022","2020/08/01","","","10.1519/JSC.0000000000003737"
"32732776","Does Sex Impact the Differences and Relationships in the One Repetition Maximum Performance Across Weightlifting Overhead Pressing Exercises?","Soriano MA, García-Ramos A, Calderbank J, Marín PJ, Sainz de Baranda P, Comfort P.","J Strength Cond Res. 2022 Jul 1;36(7):1930-1935. doi: 10.1519/JSC.0000000000003746. Epub 2020 Jul 23.","Soriano MA","J Strength Cond Res","2022","2020/08/01","","","10.1519/JSC.0000000000003746"
"32694286","Influence of Second Generation Oral Contraceptive Use on Adaptations to Resistance Training in Young Untrained Women","Dalgaard LB, Jørgensen EB, Oxfeldt M, Dalgaard EB, Johansen FT, Karlsson M, Ringgaard S, Hansen M.","J Strength Cond Res. 2022 Jul 1;36(7):1801-1809. doi: 10.1519/JSC.0000000000003735. Epub 2020 Jul 20.","Dalgaard LB","J Strength Cond Res","2022","2020/07/23","","","10.1519/JSC.0000000000003735"
"35807922","The Effects of Graded Protein Intake in Conjunction with Progressive Resistance Training on Skeletal Muscle Outcomes in Older Adults: A Preliminary Trial","Michel JM, Lievense KK, Norton SC, Costa JV, Alphin KH, Bailey LA, Miller GD.","Nutrients. 2022 Jun 30;14(13):2739. doi: 10.3390/nu14132739.","Michel JM","Nutrients","2022","2022/07/09","PMC9268432","","10.3390/nu14132739"
"35703009","Modelling the relationship between load and repetitions to failure in resistance training: A Bayesian analysis","Mitter B, Zhang L, Bauer P, Baca A, Tschan H.","Eur J Sport Sci. 2022 Jun 30:1-11. doi: 10.1080/17461391.2022.2089915. Online ahead of print.","Mitter B","Eur J Sport Sci","2022","2022/06/15","","","10.1080/17461391.2022.2089915"
"35768770","Community-based group physical activity and/or nutrition interventions to promote mobility in older adults: an umbrella review","Neil-Sztramko SE, Teggart K, Moore C, Sherifali D, Fitzpatrick-Lewis D, Coletta G, Phillips SM, Newbold KB, Alvarez E, Kuspinar A, Kennedy CC, Santaguida PL, Ganann R.","BMC Geriatr. 2022 Jun 29;22(1):539. doi: 10.1186/s12877-022-03170-9.","Neil-Sztramko SE","BMC Geriatr","2022","2022/06/29","PMC9241281","","10.1186/s12877-022-03170-9"
"35805561","Gender Differences and the Influence of Body Composition on Land and Pool-Based Assessments of Anaerobic Power and Capacity","Zera JN, Nagle EF, Connell E, Curtin E, Marget W, Simonson AP, Nagai T, Abt J, Lephart S.","Int J Environ Res Public Health. 2022 Jun 28;19(13):7902. doi: 10.3390/ijerph19137902.","Zera JN","Int J Environ Res Public Health","2022","2022/07/09","PMC9265544","","10.3390/ijerph19137902"
"35927269","Age-dependent impact of two exercise training regimens on genomic and metabolic remodeling in skeletal muscle and liver of male mice","Bernier M, Enamorado IN, Gómez-Cabrera MC, Calvo-Rubio M, González-Reyes JA, Price NL, Cortés-Rodríguez AB, Rodríguez-Aguilera JC, Rodríguez-López S, Mitchell SJ, Murt KN, Kalafut K, Williams KM, Ward CW, Stains JP, Brea-Calvo G, Villalba JM, Cortassa S, Aon MA, de Cabo R.","NPJ Aging. 2022 Jun 27;8(1):8. doi: 10.1038/s41514-022-00089-8.","Bernier M","NPJ Aging","2022","2022/08/04","PMC9237062","","10.1038/s41514-022-00089-8"
"35878111","Effects of 5-Week of FIFA 11+ Warm-Up Program on Explosive Strength, Speed, and Perception of Physical Exertion in Elite Female Futsal Athletes","Patti A, Giustino V, Cataldi S, Stoppa V, Ferrando F, Marvulli R, Farì G, Neşe ŞF, Bianco A, Muscella A, Greco G, Fischetti F.","Sports (Basel). 2022 Jun 27;10(7):100. doi: 10.3390/sports10070100.","Patti A","Sports (Basel)","2022","2022/07/25","PMC9322867","","10.3390/sports10070100"
"35832484","Effect of Plyometric Jump Training on Skeletal Muscle Hypertrophy in Healthy Individuals: A Systematic Review With Multilevel Meta-Analysis","Arntz F, Mkaouer B, Markov A, Schoenfeld BJ, Moran J, Ramirez-Campillo R, Behrens M, Baumert P, Erskine RM, Hauser L, Chaabene H.","Front Physiol. 2022 Jun 27;13:888464. doi: 10.3389/fphys.2022.888464. eCollection 2022.","Arntz F","Front Physiol","2022","2022/07/14","PMC9271893","","10.3389/fphys.2022.888464"
"35761371","Improved skeletal muscle fatigue resistance in experimental autoimmune myositis mice following high-intensity interval training","Yamada T, Ashida Y, Tamai K, Kimura I, Yamauchi N, Naito A, Tokuda N, Westerblad H, Andersson DC, Himori K.","Arthritis Res Ther. 2022 Jun 27;24(1):156. doi: 10.1186/s13075-022-02846-2.","Yamada T","Arthritis Res Ther","2022","2022/06/27","PMC9235155","","10.1186/s13075-022-02846-2"
"35812334","Feasibility and Safety of Whole-Body Electromyostimulation in Frail Older People-A Pilot Trial","Bloeckl J, Raps S, Weineck M, Kob R, Bertsch T, Kemmler W, Schoene D.","Front Physiol. 2022 Jun 24;13:856681. doi: 10.3389/fphys.2022.856681. eCollection 2022.","Bloeckl J","Front Physiol","2022","2022/07/11","PMC9263209","","10.3389/fphys.2022.856681"
"35812321","Resistance Exercise in People With Stage-3 Chronic Kidney Disease: Effects of Training Frequency (Weekly Volume) on Measures of Muscle Wasting and Function","Geneen LJ, Kinsella J, Zanotto T, Naish PF, Mercer TH.","Front Physiol. 2022 Jun 24;13:914508. doi: 10.3389/fphys.2022.914508. eCollection 2022.","Geneen LJ","Front Physiol","2022","2022/07/11","PMC9263561","","10.3389/fphys.2022.914508"
"35807800","Acute Supplementation of Yerba Mate Extract Did Not Change Muscle Strength in Physically Active Men Following the Strength Muscle Test: A Pilot Clinical Trial","Lobo PCB, da Silva DD, Pimentel GD.","Nutrients. 2022 Jun 24;14(13):2619. doi: 10.3390/nu14132619.","Lobo PCB","Nutrients","2022","2022/07/09","PMC9268497","","10.3390/nu14132619"
