PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"18436118","Inspiratory muscle training improves blood flow to resting and exercising limbs in patients with chronic heart failure","Chiappa GR, Roseguini BT, Vieira PJ, Alves CN, Tavares A, Winkelmann ER, Ferlin EL, Stein R, Ribeiro JP.","J Am Coll Cardiol. 2008 Apr 29;51(17):1663-71. doi: 10.1016/j.jacc.2007.12.045.","Chiappa GR","J Am Coll Cardiol","2008","2008/04/26","","","10.1016/j.jacc.2007.12.045"
"17960505","Physical fitness in postmenopausal women with fibromyalgia","Valkeinen H, Häkkinen A, Alen M, Hannonen P, Kukkonen-Harjula K, Häkkinen K.","Int J Sports Med. 2008 May;29(5):408-13. doi: 10.1055/s-2007-965818. Epub 2007 Oct 24.","Valkeinen H","Int J Sports Med","2008","2007/10/26","","","10.1055/s-2007-965818"
"17960520","Benefits of intrahospital exercise training after pediatric bone marrow transplantation","San Juan AF, Chamorro-Viña C, Moral S, Fernández del Valle M, Madero L, Ramírez M, Pérez M, Lucia A.","Int J Sports Med. 2008 May;29(5):439-46. doi: 10.1055/s-2007-965571. Epub 2007 Oct 25.","San Juan AF","Int J Sports Med","2008","2007/10/26","","","10.1055/s-2007-965571"
"17993987","Exercise programs for children with cerebral palsy: a systematic review of the literature","Verschuren O, Ketelaar M, Takken T, Helders PJ, Gorter JW.","Am J Phys Med Rehabil. 2008 May;87(5):404-17. doi: 10.1097/PHM.0b013e31815b2675.","Verschuren O","Am J Phys Med Rehabil","2008","2007/11/13","","","10.1097/PHM.0b013e31815b2675"
"18082922","Effect of increases in plantarflexor and hip flexor muscle strength on the levels of effort during gait in individuals with hemiparesis","Milot MH, Nadeau S, Gravel D, Bourbonnais D.","Clin Biomech (Bristol, Avon). 2008 May;23(4):415-23. doi: 10.1016/j.clinbiomech.2007.11.003. Epub 2007 Dec 20.","Milot MH","Clin Biomech (Bristol, Avon)","2008","2007/12/18","","","10.1016/j.clinbiomech.2007.11.003"
"18175046","The effects of 10 weeks of resistance training combined with beta-alanine supplementation on whole body strength, force production, muscular endurance and body composition","Kendrick IP, Harris RC, Kim HJ, Kim CK, Dang VH, Lam TQ, Bui TT, Smith M, Wise JA.","Amino Acids. 2008 May;34(4):547-54. doi: 10.1007/s00726-007-0008-3. Epub 2008 Jan 4.","Kendrick IP","Amino Acids","2008","2008/01/05","","","10.1007/s00726-007-0008-3"
"18214519","Changes in power and force generation during coupled eccentric-concentric versus concentric muscle contraction with training and aging","Caserotti P, Aagaard P, Puggaard L.","Eur J Appl Physiol. 2008 May;103(2):151-61. doi: 10.1007/s00421-008-0678-x. Epub 2008 Jan 23.","Caserotti P","Eur J Appl Physiol","2008","2008/01/25","","","10.1007/s00421-008-0678-x"
"18239076","Muscle-specific expression of PPARgamma coactivator-1alpha improves exercise performance and increases peak oxygen uptake","Calvo JA, Daniels TG, Wang X, Paul A, Lin J, Spiegelman BM, Stevenson SC, Rangwala SM.","J Appl Physiol (1985). 2008 May;104(5):1304-12. doi: 10.1152/japplphysiol.01231.2007. Epub 2008 Jan 31.","Calvo JA","J Appl Physiol (1985)","2008","2008/02/02","","","10.1152/japplphysiol.01231.2007"
"18255249","The development of an evidence-based physical self-management rehabilitation programme for cancer survivors","van Weert E, Hoekstra-Weebers JE, May AM, Korstjens I, Ros WJ, van der Schans CP.","Patient Educ Couns. 2008 May;71(2):169-90. doi: 10.1016/j.pec.2007.11.027. Epub 2008 Feb 5.","van Weert E","Patient Educ Couns","2008","2008/02/08","","","10.1016/j.pec.2007.11.027"
"18273633","Effects of short-term training using SmartCranks on cycle work distribution and power output during cycling","Böhm H, Siebert S, Walsh M.","Eur J Appl Physiol. 2008 May;103(2):225-32. doi: 10.1007/s00421-008-0692-z. Epub 2008 Feb 14.","Böhm H","Eur J Appl Physiol","2008","2008/02/15","","","10.1007/s00421-008-0692-z"
"18294832","The metabolic response during resistance training and neuromuscular electrical stimulation (NMES) in patients with COPD, a pilot study","Sillen MJ, Janssen PP, Akkermans MA, Wouters EF, Spruit MA.","Respir Med. 2008 May;102(5):786-9. doi: 10.1016/j.rmed.2008.01.013. Epub 2008 Feb 21.","Sillen MJ","Respir Med","2008","2008/02/26","","","10.1016/j.rmed.2008.01.013"
"18319352","Exercise-induced alterations in intramyocellular lipids and insulin resistance: the athlete's paradox revisited","Dubé JJ, Amati F, Stefanovic-Racic M, Toledo FG, Sauers SE, Goodpaster BH.","Am J Physiol Endocrinol Metab. 2008 May;294(5):E882-8. doi: 10.1152/ajpendo.00769.2007. Epub 2008 Mar 4.","Dubé JJ","Am J Physiol Endocrinol Metab","2008","2008/03/06","PMC3804891","NIHMS516523","10.1152/ajpendo.00769.2007"
"18323464","Exercise and diet enhance fat oxidation and reduce insulin resistance in older obese adults","Solomon TP, Sistrun SN, Krishnan RK, Del Aguila LF, Marchetti CM, O'Carroll SM, O'Leary VB, Kirwan JP.","J Appl Physiol (1985). 2008 May;104(5):1313-9. doi: 10.1152/japplphysiol.00890.2007. Epub 2008 Mar 6.","Solomon TP","J Appl Physiol (1985)","2008","2008/03/08","PMC3860368","NIHMS533580","10.1152/japplphysiol.00890.2007"
"18335470","Benefits of interval-training on fatigue and functional capacities in Charcot-Marie-Tooth disease","El Mhandi L, Millet GY, Calmels P, Richard A, Oullion R, Gautheron V, Féasson L.","Muscle Nerve. 2008 May;37(5):601-10. doi: 10.1002/mus.20959.","El Mhandi L","Muscle Nerve","2008","2008/03/13","","","10.1002/mus.20959"
"18356845","Resistance training conserves fat-free mass and resting energy expenditure following weight loss","Hunter GR, Byrne NM, Sirikul B, Fernández JR, Zuckerman PA, Darnell BE, Gower BA.","Obesity (Silver Spring). 2008 May;16(5):1045-51. doi: 10.1038/oby.2008.38. Epub 2008 Mar 6.","Hunter GR","Obesity (Silver Spring)","2008","2008/03/22","","","10.1038/oby.2008.38"
"18408601","Body composition and fitness during strength and/or endurance training in older men","Sillanpää E, Häkkinen A, Nyman K, Mattila M, Cheng S, Karavirta L, Laaksonen DE, Huuhka N, Kraemer WJ, Häkkinen K.","Med Sci Sports Exerc. 2008 May;40(5):950-8. doi: 10.1249/MSS.0b013e318165c854.","Sillanpää E","Med Sci Sports Exerc","2008","2008/04/15","","","10.1249/MSS.0b013e318165c854"
"18435609","Improved exercise performance in pediatric heart transplant recipients after home exercise training","Patel JN, Kavey RE, Pophal SG, Trapp EE, Jellen G, Pahl E.","Pediatr Transplant. 2008 May;12(3):336-40. doi: 10.1111/j.1399-3046.2007.00806.x.","Patel JN","Pediatr Transplant","2008","2008/04/26","","","10.1111/j.1399-3046.2007.00806.x"
"18438209","Effect of a learning trial on self-selected resistance training load","Glass SC.","J Strength Cond Res. 2008 May;22(3):1025-9. doi: 10.1519/JSC.0b013e31816a5b70.","Glass SC","J Strength Cond Res","2008","2008/04/29","","","10.1519/JSC.0b013e31816a5b70"
"18438216","Analysis of selected kinematic and physiological performance determinants during incremental testing in elite swimmers","Psycharakis SG, Cooke CB, Paradisis GP, O'Hara J, Phillips G.","J Strength Cond Res. 2008 May;22(3):951-7. doi: 10.1519/JSC.0b013e31816a6364.","Psycharakis SG","J Strength Cond Res","2008","2008/04/29","","","10.1519/JSC.0b013e31816a6364"
"18438220","Effect of recovery mode on repeated sprint ability in young basketball players","Castagna C, Abt G, Manzi V, Annino G, Padua E, D'Ottavio S.","J Strength Cond Res. 2008 May;22(3):923-9. doi: 10.1519/JSC.0b013e31816a4281.","Castagna C","J Strength Cond Res","2008","2008/04/29","","","10.1519/JSC.0b013e31816a4281"
"18438222","Performance changes following training in junior rugby league players","Gabbett TJ, Johns J, Riemann M.","J Strength Cond Res. 2008 May;22(3):910-7. doi: 10.1519/JSC.0b013e31816a5fa5.","Gabbett TJ","J Strength Cond Res","2008","2008/04/29","","","10.1519/JSC.0b013e31816a5fa5"
"18438223","Effects of complex training on explosive strength in adolescent male basketball players","Santos EJ, Janeira MA.","J Strength Cond Res. 2008 May;22(3):903-9. doi: 10.1519/JSC.0b013e31816a59f2.","Santos EJ","J Strength Cond Res","2008","2008/04/29","","","10.1519/JSC.0b013e31816a59f2"
"18438224","Effect of the degree of hill slope on acute downhill running velocity and acceleration","Ebben WP, Davies JA, Clewien RW.","J Strength Cond Res. 2008 May;22(3):898-902. doi: 10.1519/JSC.0b013e31816a4149.","Ebben WP","J Strength Cond Res","2008","2008/04/29","","","10.1519/JSC.0b013e31816a4149"
"18438227","Effect of a pre-exercise energy supplement on the acute hormonal response to resistance exercise","Hoffman JR, Ratamess NA, Ross R, Shanklin M, Kang J, Faigenbaum AD.","J Strength Cond Res. 2008 May;22(3):874-82. doi: 10.1519/JSC.0b013e31816d5db6.","Hoffman JR","J Strength Cond Res","2008","2008/04/29","","","10.1519/JSC.0b013e31816d5db6"
"18438229","Evaluation of plyometric intensity using electromyography","Ebben WP, Simenz C, Jensen RL.","J Strength Cond Res. 2008 May;22(3):861-8. doi: 10.1519/JSC.0b013e31816a834b.","Ebben WP","J Strength Cond Res","2008","2008/04/29","","","10.1519/JSC.0b013e31816a834b"
"18438232","Physiological responses of simulated karate sparring matches in young men and boys","Iide K, Imamura H, Yoshimura Y, Yamashita A, Miyahara K, Miyamoto N, Moriwaki C.","J Strength Cond Res. 2008 May;22(3):839-44. doi: 10.1519/JSC.0b013e31816a5af6.","Iide K","J Strength Cond Res","2008","2008/04/29","","","10.1519/JSC.0b013e31816a5af6"
"18438234","Effect of thirty days of creatine supplementation with phosphate salts on anaerobic working capacity and body weight in men","Eckerson JM, Bull AA, Moore GA.","J Strength Cond Res. 2008 May;22(3):826-32. doi: 10.1519/JSC.0b013e31816a40ad.","Eckerson JM","J Strength Cond Res","2008","2008/04/29","","","10.1519/JSC.0b013e31816a40ad"
"18438237","The effect of warm-up on high-intensity, intermittent running using nonmotorized treadmill ergometry","Brown PI, Hughes MG, Tong RJ.","J Strength Cond Res. 2008 May;22(3):801-8. doi: 10.1519/JSC.0b013e31816a5775.","Brown PI","J Strength Cond Res","2008","2008/04/29","","","10.1519/JSC.0b013e31816a5775"
"18438238","Effects of stretching on maximal anaerobic power: the roles of active and passive warm-ups","Cè E, Margonato V, Casasco M, Veicsteinas A.","J Strength Cond Res. 2008 May;22(3):794-800. doi: 10.1519/JSC.0b013e31816a4353.","Cè E","J Strength Cond Res","2008","2008/04/29","","","10.1519/JSC.0b013e31816a4353"
"18438241","Short-term effects of strength and plyometric training on sprint and jump performance in professional soccer players","Ronnestad BR, Kvamme NH, Sunde A, Raastad T.","J Strength Cond Res. 2008 May;22(3):773-80. doi: 10.1519/JSC.0b013e31816a5e86.","Ronnestad BR","J Strength Cond Res","2008","2008/04/29","","","10.1519/JSC.0b013e31816a5e86"
"18438242","Leg and calf press training modes and their impact on jump performance adaptations","Caruso JF, Coday MA, Ramsey CA, Griswold SH, Polanski DW, Drummond JL, Walker RH.","J Strength Cond Res. 2008 May;22(3):766-72. doi: 10.1519/JSC.0b013e31816a849a.","Caruso JF","J Strength Cond Res","2008","2008/04/29","","","10.1519/JSC.0b013e31816a849a"
"18438243","Relative importance of strength, power, and anthropometric measures to jump performance of elite volleyball players","Sheppard JM, Cronin JB, Gabbett TJ, McGuigan MR, Etxebarria N, Newton RU.","J Strength Cond Res. 2008 May;22(3):758-65. doi: 10.1519/JSC.0b013e31816a8440.","Sheppard JM","J Strength Cond Res","2008","2008/04/29","","","10.1519/JSC.0b013e31816a8440"
"18438244","Influence of preactivity and eccentric muscle activity on concentric performance during vertical jumping","McBride JM, McCaulley GO, Cormie P.","J Strength Cond Res. 2008 May;22(3):750-7. doi: 10.1519/JSC.0b013e31816a83ef.","McBride JM","J Strength Cond Res","2008","2008/04/29","","","10.1519/JSC.0b013e31816a83ef"
"18438245","Adaptations on jump capacity in Brazilian volleyball players prior to the under-19 World Championship","Stanganelli LC, Dourado AC, Oncken P, Mançan S, da Costa SC.","J Strength Cond Res. 2008 May;22(3):741-9. doi: 10.1519/JSC.0b013e31816a5c4c.","Stanganelli LC","J Strength Cond Res","2008","2008/04/29","","","10.1519/JSC.0b013e31816a5c4c"
"18438248","Acute effects of heavy-load squats on consecutive squat jump performance","Weber KR, Brown LE, Coburn JW, Zinder SM.","J Strength Cond Res. 2008 May;22(3):726-30. doi: 10.1519/JSC.0b013e3181660899.","Weber KR","J Strength Cond Res","2008","2008/04/29","","","10.1519/JSC.0b013e3181660899"
"18438249","Low and moderate plyometric training frequency produces greater jumping and sprinting gains compared with high frequency","de Villarreal ES, González-Badillo JJ, Izquierdo M.","J Strength Cond Res. 2008 May;22(3):715-25. doi: 10.1519/JSC.0b013e318163eade.","de Villarreal ES","J Strength Cond Res","2008","2008/04/29","","","10.1519/JSC.0b013e318163eade"
"18438250","Effect of forward trunk inclination on joint power output in vertical jumping","Vanrenterghem J, Lees A, Clercq DD.","J Strength Cond Res. 2008 May;22(3):708-14. doi: 10.1519/JSC.0b013e3181636c6c.","Vanrenterghem J","J Strength Cond Res","2008","2008/04/29","","","10.1519/JSC.0b013e3181636c6c"
"18438251","Relationship between countermovement jump performance and multijoint isometric and dynamic tests of strength","Nuzzo JL, McBride JM, Cormie P, McCaulley GO.","J Strength Cond Res. 2008 May;22(3):699-707. doi: 10.1519/JSC.0b013e31816d5eda.","Nuzzo JL","J Strength Cond Res","2008","2008/04/29","","","10.1519/JSC.0b013e31816d5eda"
"18438252","Relationship between sprint times and the strength/power outputs of a machine squat jump","Harris NK, Cronin JB, Hopkins WG, Hansen KT.","J Strength Cond Res. 2008 May;22(3):691-8. doi: 10.1519/JSC.0b013e31816d8d80.","Harris NK","J Strength Cond Res","2008","2008/04/29","","","10.1519/JSC.0b013e31816d8d80"
"18438254","The validity and reliability of the 1RM bench press using chain-loaded resistance","McCurdy K, Langford G, Jenkerson D, Doscher M.","J Strength Cond Res. 2008 May;22(3):678-83. doi: 10.1519/JSC.0b013e31816a6ce0.","McCurdy K","J Strength Cond Res","2008","2008/04/29","","","10.1519/JSC.0b013e31816a6ce0"
"18438256","Physical performance and cardiovascular responses to an acute bout of heavy resistance circuit training versus traditional strength training","Alcaraz PE, Sánchez-Lorente J, Blazevich AJ.","J Strength Cond Res. 2008 May;22(3):667-71. doi: 10.1519/JSC.0b013e31816a588f.","Alcaraz PE","J Strength Cond Res","2008","2008/04/29","","","10.1519/JSC.0b013e31816a588f"
"18438258","Biomechanical comparison of unilateral and bilateral power snatch lifts","Lauder MA, Lake JP.","J Strength Cond Res. 2008 May;22(3):653-60. doi: 10.1519/JSC.0b013e3181660c89.","Lauder MA","J Strength Cond Res","2008","2008/04/29","","","10.1519/JSC.0b013e3181660c89"
"18467280","Effects of exercise in combination with epoetin alfa during high-dose chemotherapy and autologous peripheral blood stem cell transplantation for multiple myeloma","Coleman EA, Coon SK, Kennedy RL, Lockhart KD, Stewart CB, Anaissie EJ, Barlogie B.","Oncol Nurs Forum. 2008 May;35(3):E53-61. doi: 10.1188/08.ONF.E53-E61.","Coleman EA","Oncol Nurs Forum","2008","2008/05/10","PMC2447545","NIHMS50461","10.1188/08.ONF.E53-E61"
"18496314","Exercise-based cardiac rehabilitation for very old patients (> or =75 years): focus on physical function","Audelin MC, Savage PD, Ades PA.","J Cardiopulm Rehabil Prev. 2008 May-Jun;28(3):163-73. doi: 10.1097/01.HCR.0000320066.58599.e5.","Audelin MC","J Cardiopulm Rehabil Prev","2008","2008/05/23","","","10.1097/01.HCR.0000320066.58599.e5"
"18509241","Benefit of combined cardiac rehabilitation on exercise capacity and cardiovascular parameters in patients with type 2 diabetes","Svacinová H, Nováková M, Placheta Z, Kohzuki M, Nagasaka M, Minami N, Dobsák P, Siegelová J.","Tohoku J Exp Med. 2008 May;215(1):103-11. doi: 10.1620/tjem.215.103.","Svacinová H","Tohoku J Exp Med","2008","2008/05/30","","","10.1620/tjem.215.103"
"18520435","The influence of bar diameter on neuromuscular strength and activation: inferences from an isometric unilateral bench press","Fioranelli D, Lee CM.","J Strength Cond Res. 2008 May;22(3):661-6. doi: 10.1519/JSC.0b013e31816a5775.","Fioranelli D","J Strength Cond Res","2008","2008/06/04","","","10.1519/JSC.0b013e31816a5775"
"18619114","Respiratory muscle training improves swimming endurance at depth","Ray AD, Pendergast DR, Lundgren CE.","Undersea Hyperb Med. 2008 May-Jun;35(3):185-96.","Ray AD","Undersea Hyperb Med","2008","2008/07/16","","",""
"17651845","Exercise training in advanced heart failure patients: discordance between improved exercise tolerance and unchanged NT-proBNP levels","Arad M, Adler Y, Koren-Morag N, Natanzon S, Sela BA, Ben Dov I, Shechter M, Schwammenthal E, Freimark D.","Int J Cardiol. 2008 May 7;126(1):114-9. doi: 10.1016/j.ijcard.2007.05.005. Epub 2007 Jul 24.","Arad M","Int J Cardiol","2008","2007/07/27","","","10.1016/j.ijcard.2007.05.005"
"17196829","The effect of increasing resistance on trunk muscle activity during extension and flexion exercises on training devices","Stevens VK, Parlevliet TG, Coorevits PL, Mahieu NN, Bouche KG, Vanderstraeten GG, Danneels LA.","J Electromyogr Kinesiol. 2008 Jun;18(3):434-45. doi: 10.1016/j.jelekin.2006.10.009. Epub 2006 Dec 29.","Stevens VK","J Electromyogr Kinesiol","2008","2007/01/02","","","10.1016/j.jelekin.2006.10.009"
